historyID,action,userID,itemID,amount,date,time
1,1,435257,2,38,2021-02-25,10:23:15
2,1,599838,6,52,2021-02-25,14:23:15
3,1,699526,2,61,2021-02-25,19:23:15
4,1,429470,2,14,2021-02-25,14:23:15
5,1,259244,2,82,2021-02-25,14:23:20
6,1,140554,3,78,2021-02-25,14:23:21
7,1,274715,3,66,2021-02-25,14:23:21
8,1,919548,6,65,2021-02-25,14:23:25
9,1,979571,2,45,2021-02-25,14:23:25
10,1,151841,2,86,2021-02-25,14:23:25
11,1,964587,3,92,2021-02-25,14:23:25
12,1,597823,9,30,2021-02-25,14:23:25
13,1,745087,8,47,2021-02-25,14:23:25
14,1,759668,2,7,2021-02-25,14:23:25
15,1,296279,8,30,2021-02-25,14:23:27
16,1,72374,6,81,2021-02-25,14:23:27
17,1,899432,8,18,2021-02-25,14:23:27
18,1,661783,8,84,2021-02-25,14:23:27
19,1,137488,9,27,2021-02-25,14:23:27
20,1,991582,6,29,2021-02-25,14:23:27
21,1,657078,6,66,2021-02-25,14:23:27
22,1,276352,2,2,2021-02-25,14:23:27
23,1,855849,8,81,2021-02-25,14:23:27
24,1,4082,6,28,2021-02-25,14:23:27
25,1,6623,3,16,2021-02-25,14:23:27
26,1,804212,3,93,2021-02-25,14:23:30
27,1,473183,9,63,2021-02-25,14:23:30
28,1,128167,3,65,2021-02-25,14:23:30
29,1,468274,6,95,2021-02-25,14:23:30
30,1,765580,2,20,2021-02-25,14:23:30
31,1,12637,2,16,2021-02-25,14:23:30
32,1,85325,3,59,2021-02-25,14:23:30
33,1,384488,8,61,2021-02-25,14:23:30
34,1,829923,8,35,2021-02-25,14:23:30
35,1,275610,7,39,2021-02-25,14:23:30
36,1,847966,8,31,2021-02-25,14:23:30
37,1,740002,4,31,2021-02-25,14:23:30
38,1,388500,4,60,2021-02-25,14:23:30
39,1,694899,4,63,2021-02-25,14:23:30
40,1,697055,1,27,2021-02-25,14:23:30
41,0,961811,3,17,2021-02-25,14:23:41
42,0,93739,6,27,2021-02-25,14:23:41
43,0,713378,9,4,2021-02-25,14:23:41
44,0,531878,4,39,2021-02-25,14:23:41
45,0,758904,3,32,2021-02-25,14:23:43
46,0,706162,6,73,2021-02-25,14:23:43
47,0,616825,9,22,2021-02-25,14:23:43
48,0,500230,7,27,2021-02-25,14:23:43
49,0,950447,3,62,2021-02-25,14:23:43
50,0,264888,3,51,2021-02-25,14:23:43
51,0,223662,8,50,2021-02-25,14:23:43
52,0,15374,8,40,2021-02-25,14:23:43
53,0,320376,1,10,2021-02-25,14:23:43
54,0,662247,7,2,2021-02-25,14:23:43
55,0,133774,4,93,2021-02-25,14:23:43
56,0,357715,2,64,2021-02-25,14:23:43
57,0,509462,3,58,2021-02-25,14:23:54
58,0,290098,9,91,2021-02-25,14:23:54
59,0,498960,2,81,2021-02-25,14:23:54
60,0,914300,6,95,2021-02-25,14:23:54
61,0,499006,3,54,2021-02-25,14:24:00
62,0,208348,3,46,2021-02-25,14:24:00
63,0,619607,6,85,2021-02-25,14:24:00
64,0,905292,8,16,2021-02-25,14:24:00
65,0,361039,8,72,2021-02-25,14:24:00
66,0,361039,8,33,2021-02-23,14:24:00
67,0,361039,8,33,2021-02-28,14:24:00
68,0,208348,8,72,2021-02-24,14:24:00
69,0,361039,2,21,2021-02-24,14:24:00
70,0,361039,2,86,2021-02-26,14:24:00
71,0,361039,2,3,2021-01-24,14:24:00
72,0,758134,6,78,2021-02-25,15:05:23
73,0,594355,4,14,2021-02-25,15:05:23
74,0,360391,2,26,2021-02-25,15:05:23
75,0,748787,6,32,2021-02-25,15:05:23
76,0,448082,4,8,2019-02-25,15:05:23
77,0,466434,3,53,2021-02-25,15:05:23
78,0,148858,3,26,2021-06-01,15:05:25
79,0,393153,2,90,2021-12-12,15:05:25
80,0,400279,3,32,2021-02-24,15:05:25
81,0,796140,8,4,2021-02-26,15:05:25
82,0,72546,8,78,2021-02-28,15:05:25
83,0,729502,9,1,2021-02-25,16:57:23
84,1,786500,1,66,2021-02-25,20:13:12
85,1,509959,4,82,2021-02-25,20:13:12
86,1,424309,2,86,2021-02-25,20:13:12
87,1,284084,6,84,2021-02-25,20:13:12
88,1,376999,9,68,2021-02-25,20:13:12
89,0,758650,1,35,2021-02-25,20:13:12
90,0,544315,9,40,2021-02-25,20:13:12
91,0,87342,2,32,2021-02-25,20:13:12
92,1,953514,7,39,2021-02-25,20:13:12
93,1,583716,6,52,2021-02-25,20:13:12
94,1,979116,3,64,2021-02-25,20:13:12
95,0,285764,8,56,2021-02-25,20:13:12
96,1,285764,8,56,2021-02-25,20:13:12
97,0,765872,2,68,2021-02-25,20:13:12
98,1,765872,2,68,2021-02-25,20:13:12
99,1,67738,6,52,2021-02-25,20:13:12
100,0,258408,6,40,2021-02-25,20:20:26
101,0,643821,7,39,2021-02-25,20:20:26
102,0,459474,4,14,2021-02-25,20:20:26
103,0,29161,6,31,2021-02-25,20:20:26
104,0,759900,9,12,2021-02-25,20:20:26
105,0,709822,2,53,2021-02-25,20:20:26
106,0,952406,6,78,2021-02-25,20:20:26
107,0,338728,2,8,2021-02-25,20:20:26
108,0,71198,7,10,2021-02-25,20:20:26
109,0,462778,3,96,2021-02-25,20:21:18
110,0,616853,1,28,2021-02-25,20:21:18
111,0,264471,4,22,2021-02-25,20:21:18
112,0,692243,8,16,2021-02-25,20:21:18
113,0,934162,2,28,2021-02-25,20:21:18
114,0,280611,8,67,2021-02-25,20:21:59
115,0,762282,2,38,2021-02-25,20:22:14
116,0,697708,4,23,2021-02-25,20:22:14
117,0,40647,6,10,2021-02-25,20:22:14
118,0,258678,9,13,2021-02-25,20:22:14
119,0,127851,2,2,2021-02-25,20:23:40
120,0,908773,8,37,2021-02-25,20:23:40
121,1,438826,8,98,2021-02-25,18:24:37
122,1,918166,9,27,2021-02-25,18:24:37
123,0,271141,1,1,2021-02-25,18:24:37
124,1,271141,1,1,2021-02-25,18:24:37
125,1,26179,8,89,2021-02-25,18:24:37
126,1,835653,2,39,2021-02-25,18:24:37
127,1,198880,3,72,2021-02-25,18:24:38
128,1,305245,4,2,2021-02-25,18:24:38
129,0,186973,3,19,2021-02-25,18:24:38
130,1,186973,3,19,2021-02-25,18:24:38
131,1,56081,4,80,2021-02-25,18:24:38
132,1,114278,3,21,2021-02-25,18:24:38
133,1,537110,1,22,2021-02-25,18:24:38
134,1,436040,6,43,2021-02-25,18:24:38
135,1,404304,8,11,2021-02-25,18:24:38
136,1,972546,7,45,2021-02-25,18:24:38
137,1,444233,9,59,2021-02-25,18:24:38
138,0,641525,4,87,2021-02-25,18:24:38
139,1,641525,4,87,2021-02-25,18:24:38
140,0,438301,8,55,2021-02-25,18:24:43
141,1,438301,8,55,2021-02-25,18:24:43
142,1,406778,6,25,2021-02-25,18:24:43
143,0,443861,4,30,2021-02-25,18:24:43
144,1,443861,4,30,2021-02-25,18:24:43
145,1,100441,3,79,2021-02-25,18:24:43
146,1,624938,1,56,2021-02-25,18:24:43
147,0,893711,8,81,2021-02-25,18:24:43
148,1,893711,8,81,2021-02-25,18:24:43
149,0,377301,6,22,2021-02-25,18:24:43
150,1,377301,6,22,2021-02-25,18:24:43
151,0,497670,2,27,2021-02-25,18:24:43
152,1,497670,2,27,2021-02-25,18:24:43
153,1,669755,8,45,2021-02-25,18:24:43
154,0,609310,3,71,2021-02-25,18:24:43
155,1,609310,3,71,2021-02-25,18:24:43
156,0,532980,6,55,2021-02-25,18:24:43
157,1,532980,6,55,2021-02-25,18:24:43
158,1,688916,7,27,2021-02-25,18:24:43
159,0,397509,3,36,2021-02-25,18:24:48
160,0,50819,8,57,2021-02-25,18:24:48
161,0,495454,8,39,2021-02-25,18:24:48
162,0,826289,4,59,2021-02-25,18:24:48
163,0,654345,7,31,2021-02-25,18:24:48
164,0,777112,9,46,2021-02-25,18:24:48
165,0,602068,7,18,2021-02-25,18:24:48
166,0,708368,9,44,2021-02-25,18:24:48
167,0,249570,8,68,2021-02-25,18:24:48
168,0,501814,4,4,2021-02-25,18:24:48
169,0,790528,2,61,2021-02-25,19:25:00
170,0,243048,6,11,2021-02-25,19:25:00
171,0,259219,3,61,2021-02-25,17:25:09
172,0,578552,3,8,2021-02-25,17:25:09
173,0,437101,3,24,2021-02-25,12:25:37
174,0,274145,1,8,2021-02-25,12:25:37
175,0,419845,8,14,2021-02-25,12:25:37
176,0,651175,8,47,2021-02-25,13:25:54
177,0,2691,4,1,2021-02-25,13:25:54
178,0,698341,8,15,2021-02-25,13:25:54
179,0,46578,3,29,2021-02-25,13:25:54
180,0,31645,4,7,2021-02-25,13:25:54
181,0,929795,6,74,2021-02-25,11:26:03
182,0,434767,1,76,2021-02-25,11:26:03
183,0,588203,2,2,2021-02-25,11:26:03
184,1,112371,6,90,2021-02-25,10:26:21
185,1,789165,3,27,2021-02-25,10:26:21
186,1,172175,2,6,2021-02-25,10:26:21
187,0,268256,3,9,2021-02-25,10:26:21
188,1,268256,3,9,2021-02-25,10:26:21
189,1,802433,2,53,2021-02-25,10:26:21
190,1,598926,2,77,2021-02-25,10:26:21
191,1,633167,9,54,2021-02-25,10:26:21
192,0,767700,4,2,2021-02-25,10:26:21
193,1,767700,4,2,2021-02-25,10:26:21
194,1,115600,9,71,2021-02-25,10:26:21
195,1,592842,8,52,2021-02-25,10:26:21
196,0,694401,8,62,2021-02-25,10:26:21
197,1,694401,8,62,2021-02-25,10:26:21
198,1,273010,7,12,2021-02-25,10:26:21
199,1,728948,4,65,2021-02-25,10:26:21
200,0,672556,3,21,2021-02-25,10:26:21
201,1,672556,3,21,2021-02-25,10:26:21
202,1,282290,7,41,2021-02-25,10:26:21
203,1,21195,1,33,2021-02-25,10:26:21
204,0,483533,8,33,2021-02-25,10:26:21
205,1,483533,8,33,2021-02-25,10:26:21
206,1,801184,4,35,2021-02-25,10:26:21
207,1,269610,8,16,2021-02-25,10:26:21
208,0,413545,2,37,2021-02-25,10:26:28
209,0,547362,9,70,2021-02-25,10:26:28
210,0,192504,2,56,2021-02-25,10:26:29
211,0,844035,6,45,2021-02-25,10:26:29
212,0,817348,8,70,2021-02-25,10:26:29
213,0,513714,7,17,2021-02-25,10:26:29
214,0,449000,9,17,2021-02-25,10:26:29
215,0,330253,6,21,2021-02-25,10:26:29
216,0,175591,4,10,2021-02-25,09:26:35
217,0,264974,6,12,2021-02-25,09:26:35
218,0,762704,1,25,2021-02-25,09:26:35
219,0,143688,2,25,2021-02-25,09:26:35
220,0,352595,3,7,2021-02-25,09:26:35
221,0,304144,3,35,2021-02-25,08:26:43
222,0,849603,1,13,2021-02-25,08:34:07
223,0,941963,6,1,2021-02-25,08:34:07
224,0,213115,4,85,2021-02-25,08:34:07
225,0,220494,4,2,2021-02-25,08:34:07
226,0,690562,8,2,2021-02-25,07:39:02
227,0,864721,4,32,2021-02-25,07:39:02
228,0,600539,6,32,2021-02-25,07:39:02
229,0,363600,6,13,2021-02-25,07:39:02
230,0,175378,2,23,2021-02-25,07:39:22
231,1,416801,1,82,2021-02-25,07:39:22
232,0,224892,1,52,2021-02-25,07:39:22
233,1,224892,1,52,2021-02-25,07:39:22
234,1,447990,4,21,2021-02-25,07:39:22
235,1,567129,7,71,2021-02-25,07:39:22
236,1,381438,2,82,2021-02-25,07:39:22
237,1,762477,6,62,2021-02-25,07:39:22
238,1,968693,6,77,2021-02-25,07:39:22
239,1,256213,9,49,2021-02-25,07:39:22
240,0,279007,6,31,2021-02-25,07:39:22
241,1,279007,6,31,2021-02-25,07:39:22
242,1,441707,9,88,2021-02-25,07:39:22
243,1,810187,9,34,2021-02-25,07:39:22
244,0,29952,1,33,2021-02-25,07:39:22
245,1,29952,1,33,2021-02-25,07:39:22
246,0,914578,9,73,2021-02-25,07:39:22
247,1,914578,9,73,2021-02-25,07:39:22
248,0,930281,1,46,2021-02-25,07:39:22
249,1,930281,1,46,2021-02-25,07:39:22
250,1,218035,1,46,2021-02-25,06:39:51
251,0,466152,9,60,2021-02-25,06:39:51
252,1,667459,9,79,2021-02-25,06:39:51
253,0,754182,6,52,2021-02-25,06:39:51
254,1,754182,6,52,2021-02-25,06:39:51
255,1,106519,8,25,2021-02-25,06:39:51
256,1,572862,3,47,2021-02-25,06:39:51
257,1,237421,3,98,2021-02-25,06:39:51
258,1,374168,3,95,2021-02-25,06:39:51
259,0,534008,6,79,2021-02-25,06:39:51
260,1,534008,6,79,2021-02-25,06:39:51
261,1,732295,4,78,2021-02-25,06:39:51
262,1,164557,7,54,2021-02-25,06:39:51
263,1,500757,6,54,2021-02-25,06:39:51
264,1,185304,2,8,2021-02-25,06:39:51
265,1,753431,8,66,2021-02-25,06:39:51
266,1,614697,8,23,2021-02-25,06:39:51
267,1,292234,2,53,2021-02-25,06:39:51
268,0,30179,4,32,2021-02-25,06:39:51
269,1,30179,4,32,2021-02-25,06:39:51
270,0,184455,8,55,2021-02-25,06:39:51
271,1,983253,1,93,2021-02-25,05:39:56
272,1,487259,7,75,2021-02-25,05:39:56
273,0,325532,4,62,2021-02-25,05:39:56
274,1,325532,4,62,2021-02-25,05:39:56
275,0,166518,8,9,2021-02-25,05:39:56
276,1,359955,9,78,2021-02-25,05:39:56
277,1,34033,4,14,2021-02-25,05:39:56
278,0,178770,1,68,2021-02-25,05:39:56
279,1,178770,1,68,2021-02-25,05:39:56
280,0,571233,6,35,2021-02-25,05:39:57
281,1,571233,6,35,2021-02-25,05:39:57
282,1,680306,6,52,2021-02-25,05:39:57
283,1,61145,7,97,2021-02-25,05:39:57
284,0,796750,4,25,2021-02-25,05:39:57
285,1,698891,6,66,2021-02-25,05:39:57
286,1,748811,3,98,2021-02-25,05:39:57
287,1,721730,4,12,2021-02-25,05:39:57
288,0,672515,8,11,2021-02-25,05:39:57
289,1,672515,8,11,2021-02-25,05:39:57
290,1,775264,2,2,2021-02-25,05:39:57
291,0,837585,1,29,2021-02-25,05:39:57
292,1,837585,1,29,2021-02-25,05:39:57
293,0,869425,7,14,2021-02-25,05:39:57
294,1,869425,7,14,2021-02-25,05:39:57
295,0,789191,1,51,2021-02-25,04:40:23
296,1,442663,6,62,2021-02-25,04:40:23
297,0,850440,8,35,2021-02-25,04:40:23
298,1,850440,8,35,2021-02-25,04:40:23
299,0,552643,8,56,2021-02-25,04:40:23
300,1,552643,8,56,2021-02-25,04:40:23
301,1,123459,8,77,2021-02-25,04:40:23
302,0,887233,4,40,2021-02-25,04:40:23
303,0,878026,3,7,2021-02-25,04:40:23
304,1,878026,3,7,2021-02-25,04:40:23
305,1,524367,1,84,2021-02-25,04:40:23
306,0,757749,3,33,2021-02-25,04:40:23
307,1,757749,3,33,2021-02-25,04:40:23
308,1,951972,7,16,2021-02-25,04:40:23
309,0,712793,9,39,2021-02-25,04:40:23
310,1,712793,9,39,2021-02-25,04:40:23
311,1,979387,1,17,2021-02-25,04:40:23
312,0,149748,6,25,2021-02-25,04:40:23
313,1,149748,6,25,2021-02-25,04:40:23
314,0,503639,1,55,2021-02-25,04:40:23
315,1,503639,1,55,2021-02-25,04:40:23
316,1,622291,9,88,2021-02-25,04:40:23
317,1,736139,1,76,2021-02-25,04:40:23
318,1,592313,3,33,2021-02-25,03:40:29
319,0,534720,1,31,2021-02-25,03:40:29
320,1,534720,1,31,2021-02-25,03:40:29
321,1,914413,8,70,2021-02-25,03:40:29
322,0,13993,3,3,2021-02-25,03:40:29
323,1,13993,3,3,2021-02-25,03:40:29
324,0,571528,9,97,2021-02-25,03:40:29
325,1,571528,9,97,2021-02-25,03:40:29
326,1,481756,1,13,2021-02-25,03:40:29
327,1,395587,7,46,2021-02-25,03:40:29
328,0,432013,9,23,2021-02-25,03:40:29
329,1,432013,9,23,2021-02-25,03:40:29
330,1,244728,8,87,2021-02-25,03:40:29
331,0,971252,2,89,2021-02-25,03:40:29
332,1,971252,2,89,2021-02-25,03:40:29
333,0,958268,7,20,2021-02-25,03:40:29
334,0,322990,6,92,2021-02-25,03:40:29
335,1,322990,6,92,2021-02-25,03:40:29
336,0,653890,4,40,2021-02-25,03:40:29
337,1,653890,4,40,2021-02-25,03:40:29
338,1,826775,1,80,2021-02-25,03:40:29
339,0,936115,7,93,2021-02-25,03:40:29
340,1,936115,7,93,2021-02-25,03:40:29
341,0,783540,2,61,2021-02-25,03:40:29
342,1,783540,2,61,2021-02-25,03:40:29
343,1,734260,8,37,2021-02-25,03:40:29
344,0,703341,4,28,2021-02-25,01:40:46
345,1,703341,4,28,2021-02-25,01:40:46
346,0,430137,2,9,2021-02-25,01:40:46
347,1,430137,2,9,2021-02-25,01:40:46
348,1,126790,2,60,2021-02-25,01:40:46
349,1,473757,4,43,2021-02-25,01:40:46
350,1,594136,3,18,2021-02-25,01:40:46
351,0,63590,6,36,2021-02-25,01:40:46
352,1,63590,6,36,2021-02-25,01:40:46
353,0,431397,4,39,2021-02-25,01:40:46
354,1,431397,4,39,2021-02-25,01:40:47
355,1,674785,2,55,2021-02-25,01:40:47
356,0,812813,7,62,2021-02-25,01:40:47
357,1,812813,7,62,2021-02-25,01:40:47
358,1,811426,1,63,2021-02-25,01:40:47
359,1,557846,1,27,2021-02-25,01:40:47
360,1,61344,9,50,2021-02-25,01:40:47
361,0,344925,7,65,2021-02-25,01:40:47
362,1,344925,7,65,2021-02-25,01:40:47
363,0,98704,2,75,2021-02-25,01:40:47
364,1,98704,2,75,2021-02-25,01:40:47
365,0,939010,3,82,2021-02-25,01:40:47
366,0,315942,9,8,2021-02-25,01:40:47
367,1,315942,9,8,2021-02-25,01:40:47
368,1,129470,6,28,2021-02-25,00:40:56
369,0,209616,8,5,2021-02-25,00:40:56
370,1,519357,8,21,2021-02-25,00:40:56
371,1,489941,7,43,2021-02-25,00:40:56
372,0,186447,8,86,2021-02-25,00:40:56
373,1,186447,8,86,2021-02-25,00:40:56
374,1,919078,8,58,2021-02-25,00:40:56
375,0,469583,9,13,2021-02-25,00:40:56
376,1,469583,9,13,2021-02-25,00:40:56
377,0,536925,2,58,2021-02-25,00:40:57
378,1,536925,2,58,2021-02-25,00:40:57
379,1,453032,2,52,2021-02-25,00:40:57
380,0,420503,8,30,2021-02-25,00:40:57
381,1,420503,8,30,2021-02-25,00:40:57
382,1,953181,1,38,2021-02-25,00:40:57
383,0,863675,6,47,2021-02-25,00:40:57
384,1,863675,6,47,2021-02-25,00:40:57
385,0,70134,6,17,2021-02-25,00:40:57
386,1,70134,6,17,2021-02-25,00:40:58
387,1,14212,8,30,2021-02-25,00:40:58
388,0,792834,4,44,2021-02-25,00:40:58
389,1,792834,4,44,2021-02-25,00:40:58
390,0,117645,6,70,2021-02-25,00:40:58
391,1,117645,6,70,2021-02-25,00:40:58
392,1,276440,3,66,2021-02-24,23:41:04
393,0,396169,7,97,2021-02-24,23:41:04
394,1,396169,7,97,2021-02-24,23:41:04
395,0,126410,9,49,2021-02-24,23:41:04
396,1,126410,9,49,2021-02-24,23:41:04
397,0,86026,4,43,2021-02-24,23:41:04
398,1,86026,4,43,2021-02-24,23:41:04
399,0,598118,7,98,2021-02-24,23:41:04
400,1,598118,7,98,2021-02-24,23:41:04
401,1,41293,9,30,2021-02-24,23:41:05
402,0,771151,2,94,2021-02-24,23:41:05
403,1,771151,2,94,2021-02-24,23:41:05
404,1,788125,1,65,2021-02-24,23:41:05
405,1,23267,7,89,2021-02-24,23:41:05
406,0,118055,3,7,2021-02-24,23:41:05
407,1,118055,3,7,2021-02-24,23:41:05
408,1,335952,5,39,2021-02-24,23:41:05
409,1,304364,7,11,2021-02-24,23:41:05
410,0,487606,6,92,2021-02-24,23:41:05
411,1,487606,6,92,2021-02-24,23:41:05
412,0,131232,6,4,2021-02-24,23:41:05
413,1,131232,6,4,2021-02-24,23:41:05
414,0,423484,8,87,2021-02-24,23:41:05
415,1,423484,8,87,2021-02-24,23:41:05
416,0,346084,4,72,2021-02-25,21:41:26
417,1,346084,4,72,2021-02-25,21:41:26
418,0,429364,1,11,2021-02-25,21:41:26
419,1,429364,1,11,2021-02-25,21:41:26
420,0,382284,7,62,2021-02-25,21:41:26
421,1,382284,7,62,2021-02-25,21:41:26
422,1,887258,4,36,2021-02-25,21:41:26
423,0,749391,1,57,2021-02-25,21:41:26
424,1,749391,1,57,2021-02-25,21:41:27
425,0,462278,2,61,2021-02-25,21:41:27
426,1,462278,2,61,2021-02-25,21:41:27
427,1,610341,6,19,2021-02-25,21:41:27
428,1,323733,9,91,2021-02-25,21:41:27
429,0,152937,3,66,2021-02-25,21:41:27
430,1,152937,3,66,2021-02-25,21:41:27
431,1,14622,4,2,2021-02-25,21:41:27
432,1,898902,3,97,2021-02-25,21:41:27
433,1,743930,9,52,2021-02-25,21:41:27
434,1,556245,1,11,2021-02-25,21:41:27
435,0,630167,4,86,2021-02-25,21:41:27
436,1,630167,4,86,2021-02-25,21:41:27
437,0,664437,1,81,2021-02-25,21:41:27
438,1,664437,1,81,2021-02-25,21:41:27
439,1,515556,5,90,2021-02-25,21:41:27
440,0,249470,6,10,2021-02-25,21:41:28
441,1,249470,6,10,2021-02-25,21:41:28
442,0,543569,9,26,2021-02-25,21:41:28
443,1,543569,9,26,2021-02-25,21:41:28
444,1,24461,2,79,2021-02-25,21:41:28
445,0,84349,5,65,2021-02-25,21:41:28
446,1,84349,5,65,2021-02-25,21:41:28
447,0,928955,4,62,2021-02-25,22:41:32
448,1,928955,4,62,2021-02-25,22:41:32
449,0,191492,5,26,2021-02-25,22:41:32
450,1,191492,5,26,2021-02-25,22:41:33
451,1,48670,1,84,2021-02-25,22:41:33
452,1,731404,2,25,2021-02-25,22:41:33
453,0,725645,2,17,2021-02-25,22:41:33
454,1,725645,2,17,2021-02-25,22:41:33
455,0,101172,5,62,2021-02-25,22:41:33
456,1,101172,5,62,2021-02-25,22:41:33
457,1,966956,4,94,2021-02-25,22:41:33
458,0,458584,9,47,2021-02-25,22:41:33
459,1,458584,9,47,2021-02-25,22:41:33
460,0,195267,3,94,2021-02-25,22:41:33
461,1,195267,3,94,2021-02-25,22:41:33
462,0,724121,2,74,2021-02-25,22:41:33
463,1,724121,2,74,2021-02-25,22:41:33
464,0,593573,7,76,2021-02-25,22:41:33
465,1,593573,7,76,2021-02-25,22:41:33
466,1,252685,9,45,2021-02-25,22:41:33
467,1,830408,4,12,2021-02-25,22:41:33
468,0,322738,7,84,2021-02-25,22:41:33
469,1,322738,7,84,2021-02-25,22:41:33
470,1,281032,4,97,2021-02-25,22:41:33
471,1,844462,5,78,2021-02-25,22:41:33
472,0,639858,9,82,2021-02-25,22:41:33
473,1,639858,9,82,2021-02-25,22:41:33
474,1,582127,9,45,2021-02-25,22:41:33
475,1,70255,3,8,2021-02-25,22:41:33
476,0,333415,8,41,2021-02-25,20:43:56
477,1,333415,8,41,2021-02-25,20:43:56
478,1,219918,6,95,2021-02-25,20:43:56
479,1,704481,6,80,2021-02-25,20:43:56
480,0,606235,6,18,2021-02-25,20:43:56
481,1,606235,6,18,2021-02-25,20:43:56
482,1,616821,8,21,2021-02-25,20:43:56
483,0,367716,7,19,2021-02-25,20:43:56
484,1,367716,7,19,2021-02-25,20:43:56
485,0,815262,5,39,2021-02-25,20:43:56
486,1,815262,5,39,2021-02-25,20:43:56
487,1,430416,6,62,2021-02-25,20:43:56
488,0,875757,4,1,2021-02-25,20:43:56
489,1,875757,4,1,2021-02-25,20:43:56
490,1,398601,7,45,2021-02-25,20:43:56
491,0,271488,7,69,2021-02-25,20:43:56
492,1,271488,7,69,2021-02-25,20:43:56
493,1,942392,7,84,2021-02-25,20:43:56
494,1,517638,5,36,2021-02-25,20:43:56
495,0,816756,7,84,2021-02-25,20:43:56
496,1,816756,7,84,2021-02-25,20:43:56
497,1,379244,8,13,2021-02-25,20:43:56
498,1,572140,5,36,2021-02-25,20:43:56
499,0,324066,4,2,2021-02-25,20:43:56
500,1,324066,4,2,2021-02-25,20:43:56
501,1,819381,7,29,2021-02-25,20:43:56
502,1,123456,422,2,2021-02-25,20:43:56
503,1,654321,2,20,2021-02-25,20:43:56
504,0,24680,4,2,2021-02-25,20:43:56
